AIVAT, Chips, All Hands Chips, Chance Correction, Action Correction, Your Hand, Deepstack Hand, Flop Cards, Turn Card, River Card, Position, Pre-flop, Flop, Turn, River, Seconds to Act, Total Seconds, Start Time (UTC), Notes
-16.853196, -100.0, -100.0, -57.321328, -25.825476, 8h2s, 9s7c, , , , bb, r300F, , , , 7.75124979019165, 7.78198885917664, 2016/11/14 13:24:33, 
-234.607342, -600.0, -600.0, -221.317809, -144.074849, Jc7s, 9sTc, 4d4s2h, As, Qc, sb, r200R600c, Cc, Cc, R1200f, 23.4260346889496, 35.611350774765, 2016/11/14 13:24:44, 
-28.931821, -100.0, -100.0, -48.440838, -22.62734, 2cQs, KsAh, , , , bb, r200F, , , , 8.31082105636597, 8.34389305114746, 2016/11/14 13:25:27, 
-139.087232, -900.0, -900.0, -382.159824, -378.752944, 9s6c, AsQc, KdAc3h, , , sb, r300R900c, R2700f, , , 17.36510181427, 21.8723247051239, 2016/11/14 13:25:42, 
-15.701976, -100.0, -100.0, -45.565624, -38.7324, 7c2c, Jc8s, , , , bb, r300F, , , , 8.8312680721283, 8.87866926193237, 2016/11/14 13:26:07, 
-161.342836, -300.0, -300.0, -125.154179, -13.502985, 7c6c, 8h7d, QsKdTh, Ad, , sb, r300C, Cc, R900f, , 15.7483508586884, 24.361251115799, 2016/11/14 13:26:20, 
-76.197976, -2400.0, -2400.0, -750.445166, -1573.356858, 6c5c, Ac3h, 2h2sJh, 3d, Td, bb, cR400c, R800c, R2400c, Cc, 32.7904989719391, 47.2987596988678, 2016/11/14 13:26:50, 
10.418927, 100.0, 100.0, -6.18182, 95.762894, 9dQc, 5d9h, , , , sb, r300F, , , , 6.58559489250183, 6.62470984458923, 2016/11/14 13:27:44, 
-151.001691, -1100.0, -1100.0, -487.268679, -461.72963, 5sKs, Kc9s, 3hTs9h, 6h, 4c, bb, cR500c, Cc, R1100c, Cc, 33.1831932067871, 48.2466723918915, 2016/11/14 13:27:58, 
10.969326, 900.0, 900.0, -201.389197, 1090.41987, Td7h, 6d7c, 4d6cQd, 9s, , sb, r400C, Cr900C, Cr2150F, , 15.7358229160309, 40.5868091583252, 2016/11/14 13:28:52, 
-9.175189, 50.0, 50.0, -26.718864, 85.894053, As2h, 2c3s, , , , bb, f, , , , 0.0, 0.0353431701660156, 2016/11/14 13:29:35, 
10.316296, -300.0, -300.0, -45.326917, -264.989379, 4hQc, 8d8h, , , , sb, r300R900f, , , , 15.2236199378967, 15.2571170330048, 2016/11/14 13:29:42, 
-15.132903, 50.0, 50.0, -52.770478, 117.903381, 4h3d, 2c7s, , , , bb, f, , , , 0.0, 0.032127857208252, 2016/11/14 13:30:07, 
-218.645686, -900.0, -152.5653, -229.784369, 295.864755, 9h6d, 7s7h, TsAd5h, 6h, Jc, sb, r300R900c, Cc, Cc, Cc, 23.5789520740509, 36.700394153595, 2016/11/14 13:30:14, 
-16.625774, -100.0, -100.0, -57.279242, -26.094984, 6h2d, Ks4h, , , , bb, r300F, , , , 7.36543393135071, 7.40856695175171, 2016/11/14 13:30:55, 
-233.903837, 900.0, 900.0, 1610.28422, -476.380383, KhTc, AcKs, 2hThQh, 9d, 7h, sb, r300R900c, Cc, Cc, Cr2250F, 36.6958518028259, 52.1694338321686, 2016/11/14 13:31:06, 
-182.943422, -500.0, -500.0, -142.915036, -174.141542, Ah7h, As7s, 6sJs9c, , , bb, cR500c, Cr1500F, , , 20.6530930995941, 34.0676617622375, 2016/11/14 13:32:04, 
-15.257732, -400.0, -400.0, -211.531789, -173.210478, 5s6h, Js4s, QcQhAs, 2s, 4c, sb, r200C, Cr400C, Cc, Cc, 28.1270952224731, 43.8266749382019, 2016/11/14 13:32:47, 
-15.560917, -100.0, -100.0, -46.979625, -37.459459, 5cJs, 6d7s, , , , bb, r300F, , , , 8.41046190261841, 8.44442677497864, 2016/11/14 13:33:36, 
-178.593531, -1875.0, -1875.0, -703.701693, -992.704776, Ks3d, 7cKc, 5d8h4s, , , sb, r250R750r1875C, R3750f, , , 28.1120820045471, 42.226952791214, 2016/11/14 13:33:49, 
6.207942, 300.0, 300.0, 92.606526, 201.185532, KcTc, 8dJc, , , , bb, r300R1000f, , , , 9.65764403343201, 9.72767210006714, 2016/11/14 13:34:35, 
-53.681554, 100.0, 100.0, -23.507666, 177.189219, 4dQc, 4s8c, 9dAh6s, , , sb, cC, Cr200F, , , 9.96979594230652, 19.7984852790833, 2016/11/14 13:34:52, 
-16.896637, -100.0, -100.0, -57.955474, -25.147889, 2d7s, KhJs, , , , bb, r300F, , , , 7.23926091194153, 7.27804493904114, 2016/11/14 13:35:27, 
